prop0,CO0,prop1,CO1,prop2,CO2,sequence,0,0
3,22,3,21,3,23,775,0,0
3,22,3,20,3,23,776,0,0
3,22,3,20,3,23,777,0,0
3,22,3,20,3,23,778,0,0
3,22,3,20,3,23,779,0,0
3,22,3,21,3,23,780,0,0
3,22,3,20,3,23,781,0,0
3,22,3,20,3,23,782,0,0
3,22,3,20,3,23,783,0,0
3,22,3,20,3,23,784,0,0
3,22,3,20,3,23,785,0,0
3,22,3,20,3,23,786,0,0
3,22,3,20,3,23,787,0,0
3,22,3,20,3,23,788,0,0
3,22,3,20,3,23,789,0,0
3,22,3,20,3,23,790,0,0
3,22,3,20,3,23,791,0,0
3,22,3,20,3,23,792,0,0
3,22,3,20,3,23,793,0,0
3,22,3,20,3,23,794,0,0
3,22,3,20,3,23,795,0,0
3,22,3,20,3,23,796,0,0
3,22,3,20,3,23,797,0,0
3,22,3,20,3,23,798,0,0
3,22,3,20,3,23,799,0,0
3,22,3,20,3,23,800,0,0
3,22,3,20,3,23,801,0,0
3,22,3,20,3,23,802,0,0
3,22,3,20,3,23,803,0,0
3,22,3,20,3,23,804,0,0
3,22,3,20,3,23,805,0,0
3,22,3,20,3,23,806,0,0
3,22,3,20,3,23,807,0,0
3,22,3,20,3,23,808,0,0
3,22,3,20,3,23,809,0,0
3,22,3,20,3,23,810,0,0
3,22,3,20,3,23,811,0,0
3,22,3,20,3,23,812,0,0
3,22,3,20,3,23,813,0,0
3,22,3,20,3,23,814,0,0
3,22,3,20,3,23,815,0,0
3,22,3,20,3,23,816,0,0
3,22,3,20,3,23,817,0,0
3,22,3,20,3,23,818,0,0
